time,value
2025-08-22T00:10:22.528484774Z,61.09604263305664
2025-08-22T00:10:24.558104295Z,61.09722900390625
2025-08-22T00:10:26.585264362Z,61.098060607910156
2025-08-22T00:10:28.615180883Z,61.12864303588867
2025-08-22T00:10:30.643617713Z,61.12004852294922
2025-08-22T00:10:32.672103373Z,61.11403274536133
2025-08-22T00:10:34.70104915Z,61.10982131958008
2025-08-22T00:10:36.72767735Z,61.10687255859375
2025-08-22T00:10:38.75669488Z,61.10480880737305
2025-08-22T00:10:40.786257164Z,61.10336685180664
2025-08-22T00:10:42.824952707Z,61.10235595703125
2025-08-22T00:10:44.84410788Z,61.10165023803711
2025-08-22T00:10:46.865851585Z,61.13115692138672
2025-08-22T00:10:48.895353617Z,61.12181091308594
2025-08-22T00:10:51.125795156Z,61.11526870727539
2025-08-22T00:10:53.225558087Z,61.140689849853516
2025-08-22T00:10:55.596877207Z,61.218482971191406
2025-08-22T00:10:57.492378079Z,61.2729377746582
2025-08-22T00:10:59.261875972Z,61.311058044433594
2025-08-22T00:11:01.364988624Z,61.33774185180664
2025-08-22T00:11:03.354253552Z,61.35641860961914
2025-08-22T00:11:05.219488776Z,61.3694953918457
2025-08-22T00:11:07.391190938Z,61.34864807128906
2025-08-22T00:11:09.286247717Z,61.304054260253906
2025-08-22T00:11:11.279314371Z,61.2728385925293
2025-08-22T00:11:13.288023176Z,61.2509880065918
2025-08-22T00:11:15.462629403Z,61.205692291259766
2025-08-22T00:11:17.385745758Z,61.17398452758789
2025-08-22T00:11:19.479347865Z,61.15178680419922
2025-08-22T00:11:21.636714903Z,61.10625076293945
2025-08-22T00:11:23.594601638Z,61.07437515258789
2025-08-22T00:11:25.819129148Z,61.022064208984375
2025-08-22T00:11:27.565297718Z,60.98544692993164
2025-08-22T00:11:29.637641107Z,60.929813385009766
2025-08-22T00:11:31.52329608Z,60.890869140625
2025-08-22T00:11:33.714189305Z,60.8336067199707
2025-08-22T00:11:35.753259651Z,60.79352569580078
2025-08-22T00:11:37.615945841Z,60.76546859741211
2025-08-22T00:11:39.839028862Z,60.71582794189453
2025-08-22T00:11:41.618318433Z,60.71107864379883
2025-08-22T00:11:43.643950464Z,60.67775344848633
2025-08-22T00:11:45.672313223Z,60.624427795410156
2025-08-22T00:11:47.698321625Z,60.647098541259766
2025-08-22T00:11:49.7287686Z,60.72296905517578
2025-08-22T00:11:51.76021594Z,60.77607727050781
2025-08-22T00:11:53.785177708Z,60.813255310058594
2025-08-22T00:11:55.810704084Z,60.83927917480469
2025-08-22T00:11:57.841293687Z,60.82749557495117
2025-08-22T00:11:59.868848032Z,60.81924819946289
2025-08-22T00:12:01.898486533Z,60.78347396850586
2025-08-22T00:12:03.926328414Z,60.728431701660156
2025-08-22T00:12:05.953966698Z,60.689903259277344
2025-08-22T00:12:07.979735808Z,60.632930755615234
2025-08-22T00:12:10.008575543Z,60.59305191040039
2025-08-22T00:12:12.05369699Z,60.53513717651367
2025-08-22T00:12:14.063325367Z,60.49459457397461
2025-08-22T00:12:16.094407441Z,60.4962158203125
2025-08-22T00:12:18.122163317Z,60.497352600097656
2025-08-22T00:12:20.147751054Z,60.498146057128906
2025-08-22T00:12:22.176853956Z,60.46870422363281
2025-08-22T00:12:24.207064379Z,60.4180908203125
2025-08-22T00:12:26.232804386Z,60.352664947509766
2025-08-22T00:12:28.269160473Z,60.30686569213867
2025-08-22T00:12:33.916120859Z,60.24480438232422
2025-08-22T00:12:33.917584386Z,60.20136260986328
2025-08-22T00:12:34.347549756Z,60.140953063964844
2025-08-22T00:12:36.374470439Z,60.068668365478516
2025-08-22T00:12:38.405247066Z,60.01806640625
2025-08-22T00:12:40.429236911Z,59.95264434814453
2025-08-22T00:12:42.458428661Z,59.84685134887695
2025-08-22T00:12:44.486183064Z,59.772796630859375
2025-08-22T00:12:46.517455859Z,59.7209587097168
2025-08-22T00:12:48.546805161Z,59.65467071533203
2025-08-22T00:12:50.574754319Z,59.578269958496094
2025-08-22T00:12:52.616804474Z,59.52478790283203
2025-08-22T00:12:54.629669365Z,59.45735168457031
2025-08-22T00:12:56.670286031Z,59.4101448059082
2025-08-22T00:12:58.685399493Z,59.347103118896484
2025-08-22T00:13:00.719233391Z,59.30297088623047
2025-08-22T00:13:02.741930332Z,59.24208068847656
2025-08-22T00:13:04.773841825Z,59.19945526123047
2025-08-22T00:13:06.797514277Z,59.16961669921875
2025-08-22T00:13:08.825817037Z,59.11873245239258
2025-08-22T00:13:10.859327287Z,59.0531120300293
2025-08-22T00:13:12.881127961Z,59.007179260253906
2025-08-22T00:13:14.914450601Z,58.97502517700195
2025-08-22T00:13:16.957096852Z,58.952518463134766
2025-08-22T00:13:18.968808468Z,58.936763763427734
2025-08-22T00:13:20.992820818Z,58.92573547363281
2025-08-22T00:13:23.019203385Z,58.88801574707031
