time,value
2025-08-22T00:10:22.528484774Z,18.299999237060547
2025-08-22T00:11:03.354253552Z,18.329999923706055
2025-08-22T00:11:05.219488776Z,18.35099983215332
2025-08-22T00:11:07.391190938Z,18.365699768066406
2025-08-22T00:11:09.286247717Z,18.37598991394043
2025-08-22T00:11:11.279314371Z,18.38319206237793
2025-08-22T00:11:13.288023176Z,18.388235092163086
2025-08-22T00:11:15.462629403Z,18.39176368713379
2025-08-22T00:11:17.385745758Z,18.42423439025879
2025-08-22T00:11:19.479347865Z,18.446964263916016
2025-08-22T00:11:21.636714903Z,18.462875366210938
2025-08-22T00:11:23.594601638Z,18.47401237487793
2025-08-22T00:11:25.819129148Z,18.481809616088867
2025-08-22T00:11:27.565297718Z,18.487266540527344
2025-08-22T00:11:29.637641107Z,18.521087646484375
2025-08-22T00:11:31.52329608Z,18.544761657714844
2025-08-22T00:11:33.714189305Z,18.56133270263672
2025-08-22T00:11:35.753259651Z,18.572933197021484
2025-08-22T00:11:37.615945841Z,18.581052780151367
2025-08-22T00:11:39.839028862Z,18.58673667907715
2025-08-22T00:11:41.618318433Z,18.620716094970703
2025-08-22T00:11:43.643950464Z,18.644500732421875
2025-08-22T00:11:45.672313223Z,18.661149978637695
2025-08-22T00:11:47.698321625Z,18.672805786132812
2025-08-22T00:11:49.7287686Z,18.68096351623535
2025-08-22T00:11:51.76021594Z,18.686674118041992
2025-08-22T00:11:53.785177708Z,18.720672607421875
2025-08-22T00:11:55.810704084Z,18.744470596313477
2025-08-22T00:11:57.841293687Z,18.76112937927246
2025-08-22T00:11:59.868848032Z,18.772790908813477
2025-08-22T00:12:01.898486533Z,18.780954360961914
2025-08-22T00:12:03.926328414Z,18.78666877746582
2025-08-22T00:12:05.953966698Z,18.790668487548828
2025-08-22T00:12:07.979735808Z,18.823467254638672
2025-08-22T00:12:10.008575543Z,18.84642791748047
2025-08-22T00:12:12.05369699Z,18.862499237060547
2025-08-22T00:12:14.063325367Z,18.873748779296875
2025-08-22T00:12:16.094407441Z,18.881624221801758
2025-08-22T00:12:18.122163317Z,18.887136459350586
2025-08-22T00:12:20.147751054Z,18.890995025634766
2025-08-22T00:12:22.176853956Z,18.893695831298828
2025-08-22T00:12:24.207064379Z,18.895587921142578
2025-08-22T00:12:26.232804386Z,18.89691162109375
2025-08-22T00:12:28.269160473Z,18.927837371826172
2025-08-22T00:12:33.916120859Z,18.949485778808594
2025-08-22T00:12:33.917584386Z,18.96463966369629
2025-08-22T00:12:34.347549756Z,18.975248336791992
2025-08-22T00:12:36.374470439Z,18.98267364501953
2025-08-22T00:12:38.405247066Z,18.987871170043945
2025-08-22T00:12:40.429236911Z,18.99151039123535
2025-08-22T00:12:42.458428661Z,18.994056701660156
2025-08-22T00:12:44.486183064Z,18.995840072631836
2025-08-22T00:12:46.517455859Z,18.997087478637695
2025-08-22T00:12:48.546805161Z,18.997961044311523
2025-08-22T00:12:50.574754319Z,18.998573303222656
2025-08-22T00:12:52.616804474Z,19.029001235961914
2025-08-22T00:12:54.629669365Z,19.020299911499023
2025-08-22T00:12:56.670286031Z,19.04421043395996
2025-08-22T00:12:58.685399493Z,19.06094741821289
2025-08-22T00:13:00.719233391Z,19.072664260864258
2025-08-22T00:13:02.741930332Z,19.050865173339844
2025-08-22T00:13:04.773841825Z,19.06560516357422
2025-08-22T00:13:06.797514277Z,19.075923919677734
2025-08-22T00:13:08.825817037Z,19.083147048950195
2025-08-22T00:13:10.859327287Z,19.08820343017578
2025-08-22T00:13:12.881127961Z,19.09174346923828
2025-08-22T00:13:14.914450601Z,19.094221115112305
2025-08-22T00:13:16.957096852Z,19.09595489501953
2025-08-22T00:13:18.968808468Z,19.09716796875
2025-08-22T00:13:20.992820818Z,19.098018646240234
2025-08-22T00:13:23.019203385Z,19.098613739013672
2025-08-22T00:13:25.046579135Z,19.099029541015625
2025-08-22T00:13:27.074261104Z,19.099321365356445
2025-08-22T00:13:29.106847257Z,19.099525451660156
2025-08-22T00:13:31.133444217Z,19.099668502807617
2025-08-22T00:13:33.162957398Z,19.099767684936523
2025-08-22T00:13:35.188487705Z,19.099838256835938
2025-08-22T00:13:37.218300986Z,19.09988784790039
2025-08-22T00:13:39.240579742Z,19.129920959472656
2025-08-22T00:13:41.277213087Z,19.12094497680664
2025-08-22T00:13:43.300779086Z,19.14466094970703
2025-08-22T00:13:45.324226694Z,19.131261825561523
2025-08-22T00:13:47.355829749Z,19.151884078979492
2025-08-22T00:13:49.384298704Z,19.166318893432617
2025-08-22T00:13:51.415778887Z,19.176424026489258
2025-08-22T00:13:53.442082748Z,19.183496475219727
2025-08-22T00:13:55.46756734Z,19.188447952270508
2025-08-22T00:13:57.49461598Z,19.191913604736328
2025-08-22T00:13:59.525181349Z,19.194339752197266
2025-08-22T00:14:01.5539127Z,19.19603729248047
2025-08-22T00:14:03.588026331Z,19.19722557067871
2025-08-22T00:14:05.609974437Z,19.19805908203125
2025-08-22T00:14:07.636415365Z,19.198640823364258
2025-08-22T00:14:09.665778359Z,19.19904899597168
2025-08-22T00:14:11.694160838Z,19.1993350982666
2025-08-22T00:14:13.718748804Z,19.199535369873047
2025-08-22T00:14:15.752094525Z,19.199674606323242
2025-08-22T00:14:17.779423242Z,19.199771881103516
2025-08-22T00:14:19.803942378Z,19.199840545654297
2025-08-22T00:14:21.835620366Z,19.199888229370117
2025-08-22T00:14:23.861407248Z,19.199922561645508
2025-08-22T00:14:25.890109083Z,19.1999454498291
2025-08-22T00:14:27.924883802Z,19.199962615966797
2025-08-22T00:14:29.944388974Z,19.199974060058594
2025-08-22T00:14:31.973092596Z,19.199981689453125
2025-08-22T00:14:33.999766893Z,19.199987411499023
2025-08-22T00:14:36.033828992Z,19.19999122619629
2025-08-22T00:14:38.058863303Z,19.22999382019043
2025-08-22T00:14:40.080730313Z,19.22099494934082
2025-08-22T00:14:42.110307624Z,19.214696884155273
2025-08-22T00:14:44.139947456Z,19.21028709411621
2025-08-22T00:14:46.16776272Z,19.20720100402832
2025-08-22T00:14:48.198906321Z,19.205039978027344
2025-08-22T00:14:50.230005147Z,19.203527450561523
2025-08-22T00:14:52.253316789Z,19.23246955871582
2025-08-22T00:14:54.281864761Z,19.222728729248047
2025-08-22T00:14:56.307559585Z,19.24591064453125
2025-08-22T00:14:58.334890794Z,19.262136459350586
2025-08-22T00:15:00.363070933Z,19.273494720458984
2025-08-22T00:15:02.393837046Z,19.28144645690918
2025-08-22T00:15:04.421103849Z,19.287012100219727
2025-08-22T00:15:06.448847603Z,19.290908813476562
2025-08-22T00:15:08.483363383Z,19.293636322021484
2025-08-22T00:15:10.504584777Z,19.29554557800293
2025-08-22T00:15:12.532052501Z,19.29688262939453
2025-08-22T00:15:14.559968024Z,19.29781723022461
2025-08-22T00:15:16.587950095Z,19.298471450805664
2025-08-22T00:15:18.62199549Z,19.29892921447754
2025-08-22T00:15:20.645089457Z,19.269250869750977
2025-08-22T00:15:22.67276704Z,19.278474807739258
2025-08-22T00:15:24.701057947Z,19.28493309020996
2025-08-22T00:15:26.732686703Z,19.289453506469727
2025-08-22T00:15:28.755419264Z,19.292617797851562
2025-08-22T00:15:30.784882101Z,19.294832229614258
2025-08-22T00:15:32.816874015Z,19.296382904052734
2025-08-22T00:15:34.842171683Z,19.297468185424805
2025-08-22T00:15:36.871321236Z,19.298227310180664
2025-08-22T00:15:38.896977722Z,19.29875946044922
2025-08-22T00:15:40.926187507Z,19.299131393432617
2025-08-22T00:15:42.954649105Z,19.299392700195312
2025-08-22T00:15:44.98139043Z,19.29957389831543
2025-08-22T00:15:47.012262227Z,19.299701690673828
2025-08-22T00:15:49.039159994Z,19.29979133605957
